,HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K)
2326,2343,Animalia,Chordata,Mammalia,Primates,Cebidae,Saimiri,sciureus,South American squirrel monkey,1003.0,1826.0,161.0,177.0,1.0,1.0,365.0,107.0,403.0,925.0,0.0125,30.2,captivity,large,high,,,4.428999999999999,836.7,311.15
2327,2344,Animalia,Chordata,Mammalia,Primates,Cebidae,Sapajus,apella,Brown capuchin,1703.0,,158.0,307.0,1.5,0.6,671.0,239.7,1000.0,2642.5,,46.0,captivity,large,high,,,,,
2328,2345,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Allenopithecus,nigroviridis,Allen's swamp monkey,,,,108.0,1.0,,,221.0,,4702.5,,27.0,captivity,medium,acceptable,,,,,
2329,2346,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Allochrocebus,lhoesti,L'hoest's monkey,,,,,1.0,0.8,485.0,,,4700.0,,24.1,captivity,medium,acceptable,,,,,
2330,2347,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Allochrocebus,preussi,Preuss's monkey,,,,,1.0,,,,,5250.0,,26.0,captivity,small,acceptable,,,,,
2331,2348,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Allochrocebus,solatus,Sun-tailed monkey,1734.0,,,,1.0,0.7,548.0,,,5405.0,,,unknown,small,low,,,,,
2332,2349,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercocebus,agilis,Agile mangabey,,,,,,,,,,8000.0,,31.0,captivity,tiny,acceptable,,,,,
2333,2350,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercocebus,galeritus,Tana River mangabey,2267.0,,175.0,365.0,1.0,,,,2170.0,9467.5,,,unknown,tiny,low,,,,,
2334,2351,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercocebus,torquatus,Red-capped mangabey,973.0,,167.0,,1.0,0.9,457.0,,,9492.5,,46.0,captivity,medium,acceptable,,,,,
2335,2352,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,ascanius,Black-cheeked white-nosed monkey,1642.0,,147.0,182.0,1.0,0.7,540.0,371.0,,3705.0,,31.2,captivity,medium,acceptable,,,,,
2336,2353,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,campbelli,Campbell's monkey,1095.0,,180.0,365.0,1.0,,,,,3600.0,,30.0,captivity,small,acceptable,,,,,
2337,2354,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,cephus,Moustached monkey,1460.0,,172.0,365.0,1.0,0.4,821.0,340.0,,3585.0,,36.0,captivity,small,acceptable,,,,,
2338,2355,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,diana,Diana monkey,1962.0,,,365.0,1.0,1.0,365.0,475.0,,4550.0,,35.1,captivity,medium,acceptable,,,,,
2339,2356,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,erythrogaster,Red-bellied monkey,,,,,1.0,,,,,3250.0,,24.0,captivity,tiny,acceptable,,,,,
2340,2357,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,hamlyni,Owl-faced monkey,,,,,,,,,,4425.0,,28.6,captivity,small,acceptable,,,,,
2341,2358,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,mitis,Blue monkey,1673.0,1673.0,132.0,315.0,1.0,0.5,515.0,366.4,,9000.0,,37.8,captivity,medium,acceptable,,,19.276,8648.7,310.65
2342,2359,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,mona,Mona monkey,,,,,1.0,,,284.0,,4500.0,,30.0,captivity,medium,acceptable,,,,,
2343,2360,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,neglectus,De Brazza's monkey,1611.0,2555.0,177.0,395.0,1.0,1.0,365.0,260.0,1640.0,5945.0,,30.8,captivity,medium,acceptable,,,,,
2344,2361,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,nictitans,White-nosed guenon,1460.0,,172.0,,1.0,0.5,719.0,406.0,,5465.0,,31.0,captivity,small,acceptable,,,,,
2345,2362,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,petaurista,Lesser white-nosed monkey,,,,,1.0,,,,,3650.0,,29.0,captivity,medium,acceptable,,,,,
2346,2363,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,pogonias,Crowned guenon,1460.0,,165.0,,1.0,0.5,730.0,340.0,,3580.0,,27.0,captivity,small,acceptable,,,,,
2347,2364,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,wolfi,Wolf's monkey,,,,,1.0,,,435.0,,3390.0,,24.0,captivity,small,acceptable,,,,,
2348,2365,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,aethiops,Vervet,1034.0,1825.0,162.0,182.0,1.0,1.0,357.0,314.0,1036.0,5620.0,,30.8,captivity,medium,acceptable,,,,,309.95
2349,2366,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Colobus,angolensis,Angolan colobus,,,,,1.0,,,,,8625.0,,35.3,captivity,medium,acceptable,,,,,
2350,2367,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Colobus,guereza,Guereza,1461.0,2192.0,175.0,377.0,1.0,1.0,365.0,397.8,1600.0,9950.0,,35.0,captivity,large,high,,,17.037,10623.6,310.15
2351,2368,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Colobus,polykomos,King colobus,1642.0,730.0,185.0,270.0,1.0,0.6,442.0,708.5,1240.0,9525.0,,33.9,captivity,small,acceptable,,,,,
2352,2369,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Erythrocebus,patas,Patas monkey,956.0,1400.0,167.0,162.0,1.0,1.0,357.0,504.5,1950.0,7750.0,,28.3,captivity,medium,acceptable,,,5.957999999999999,3000.0,312.45
2353,2370,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Lophocebus,albigena,Gray-cheeked mangabey,1460.0,,181.0,233.0,1.0,0.4,584.0,425.0,2170.0,9317.5,,36.0,captivity,small,acceptable,,,,,
2354,2371,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,arctoides,Stump-tailed macaque,1186.0,2099.0,177.0,299.0,1.0,0.6,558.0,479.0,2300.0,9275.0,,29.2,captivity,medium,acceptable,,,,,
2355,2372,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,assamensis,Assam macaque,,,,,,,,,,9100.0,,31.4,captivity,medium,acceptable,,,,,
2356,2373,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,fascicularis,Long-tailed macaque,1238.0,1544.0,165.0,242.0,1.0,0.9,431.0,320.0,848.4,6362.5,,39.0,captivity,large,acceptable,,,,,310.75
2357,2374,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,fuscata,Japanese macaque,1483.0,1369.0,174.0,366.0,1.5,0.5,514.0,496.0,1767.0,8882.5,,38.5,captivity,large,high,,,,,
2358,2375,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,maura,Moor macaque,1825.0,,165.0,507.0,1.0,0.6,669.0,389.5,,5575.0,,33.0,captivity,small,acceptable,,,,,
2359,2376,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,mulatta,Rhesus monkey,1231.0,2007.0,165.0,292.0,1.0,1.0,444.0,464.0,1454.0,8235.0,0.0012,40.0,captivity,large,high,0.02,15.0,,,310.45
2360,2377,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,nemestrina,Pigtail macaque,1125.0,1095.0,172.0,324.0,1.0,0.8,405.0,462.5,1416.5,7912.5,0.0015,37.6,captivity,large,acceptable,,,,,
2361,2378,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,nigra,Celebes crested macaque,1490.0,,176.0,365.0,1.0,0.7,540.0,461.0,,7965.0,,34.0,captivity,medium,acceptable,,,,,
2362,2379,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,ochreata,Booted macaque,,,,,,,,,,3950.0,,29.0,captivity,tiny,acceptable,,,,,
2363,2380,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,radiata,Bonnet macaque,1295.0,1795.0,161.0,304.0,1.0,1.0,365.0,394.0,2000.0,6755.0,,30.0,captivity,medium,acceptable,,,,,
2364,2381,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,silenus,Liontail macaque,1429.0,2511.0,176.0,365.0,1.0,0.7,503.0,407.0,,7875.0,,40.0,captivity,large,high,,,,,
2365,2382,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,sinica,Toque macaque,1460.0,,152.0,396.0,1.0,0.7,547.0,446.0,,4370.0,,29.3,captivity,small,acceptable,,,,,
2366,2383,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,sylvanus,Barbary macaque,1399.0,2007.0,164.0,213.0,1.5,1.0,365.0,450.0,2420.0,10875.0,,29.1,captivity,large,high,,,,,
2367,2384,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,thibetana,Tibetan macaque,,,170.0,571.0,1.0,0.5,730.0,525.0,2400.0,10300.0,,27.0,captivity,tiny,acceptable,,,,,
2368,2385,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,tonkeana,Tonkean macaque,,,173.0,,,,,,,11950.0,,28.4,captivity,medium,acceptable,,,,,
2369,2386,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Mandrillus,leucophaeus,Drill,1277.0,,179.0,487.0,1.0,0.8,448.0,772.0,,18250.0,,39.0,captivity,medium,acceptable,,,,,
2370,2387,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Mandrillus,sphinx,Mandrill,1186.0,,173.0,354.0,1.0,0.8,532.0,613.0,3000.0,23000.0,,40.0,captivity,large,high,,,,,
2371,2388,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Miopithecus,talapoin,Talapoin,1395.0,2008.0,169.0,130.0,1.0,1.0,1096.0,203.8,450.0,1384.5,,27.7,captivity,medium,acceptable,,,,,
2372,2389,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Nasalis,larvatus,Proboscis monkey,1460.0,,166.0,213.0,1.25,0.7,540.0,490.0,2000.0,14617.5,0.0018,25.1,captivity,small,acceptable,,,,,
2373,2390,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Papio,hamadryas,Hamadryas baboon,1514.0,1762.0,171.0,300.0,1.0,0.8,568.0,814.0,3950.0,18000.0,0.0026,37.5,captivity,large,high,0.06,4.0,21.095,12670.8,311.15
2374,2391,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Presbytis,comata,Grizzled leaf monkey,,,,,1.0,,,,,6695.0,,,unknown,small,low,,,,,
2375,2392,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Presbytis,melalophos,Mitred leaf monkey,,,,,1.0,,,,,6540.0,,20.0,captivity,small,acceptable,,,,,
2376,2393,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Presbytis,thomasi,North Sumatran leaf monkey,,,,,,,,,,6690.0,,,unknown,small,low,,,,,
2377,2394,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Pygathrix,nemaeus,Douc langur,1460.0,,171.0,330.0,1.0,1.0,365.0,393.5,,9720.0,,26.0,captivity,medium,acceptable,,,,,
2378,2395,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Rhinopithecus,bieti,Black snub-nosed monkey,,,170.0,,,,,427.0,,9960.0,,,unknown,small,low,,,,,
2379,2396,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Rhinopithecus,roxellana,Golden snub-nosed monkey,,,199.0,,1.0,,,,,14750.0,,29.5,captivity,small,acceptable,,,,,
2380,2397,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Semnopithecus,entellus,Hanuman langur,1162.0,1886.0,192.0,342.0,1.0,0.7,514.0,500.0,2100.0,13516.5,,29.0,captivity,medium,acceptable,,,,,
2381,2398,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Semnopithecus,johnii,Hooded leaf monkey,,,,,1.0,,,,,12000.0,,34.0,captivity,tiny,acceptable,,,,,
2382,2399,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Semnopithecus,vetulus,Purple-faced leaf monkey,1278.0,,211.0,250.0,1.0,0.4,784.0,432.33,1100.0,7081.8,,26.1,captivity,small,acceptable,,,,,
2383,2400,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Theropithecus,gelada,Gelada baboon,1391.0,2190.0,168.0,433.0,1.0,0.5,740.0,464.0,3900.0,16200.0,,36.0,captivity,medium,acceptable,,,,,
2384,2401,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,auratus,Javan langur,,,,,,,,,,9720.0,,31.1,captivity,medium,acceptable,,,,,
2385,2402,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,cristatus,Silvered leaf monkey,1461.0,,,365.0,1.0,,,,,6185.0,,28.3,captivity,medium,acceptable,,,,,
2386,2403,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,francoisi,Fran?ois's leaf monkey,1460.0,,,398.0,,,,457.0,,7325.0,,26.3,captivity,medium,acceptable,,,,,
2387,2404,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,geei,Golden leaf monkey,,,,,1.0,,,,,8100.0,,,unknown,small,low,,,,,
2388,2405,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,obscurus,Dusky leaf monkey,1461.0,,145.0,365.0,1.0,0.5,,300.0,,7080.0,,33.9,captivity,medium,acceptable,,,,,
2389,2406,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,phayrei,Phayre's leaf monkey,,,167.0,309.0,1.0,0.8,456.0,,,8400.0,,28.3,captivity,tiny,acceptable,,,,,
2390,2407,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,pileatus,Capped leaf monkey,,,,,,,,,,11450.0,,25.2,captivity,small,acceptable,,,,,
2391,2408,Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Cheirogaleus,major,Greater dwarf lemur,365.0,365.0,65.0,47.0,2.2,,,18.1,,395.0,,13.4,captivity,small,questionable,,,,,
2392,2409,Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Cheirogaleus,medius,Fat-tailed dwarf lemur,365.0,,61.0,,22.2,1.0,365.0,19.0,,380.0,,29.0,captivity,medium,acceptable,,,1.088,300.0,311.15
2393,2410,Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Microcebus,murinus,Gray mouse lemur,243.0,243.0,61.0,37.0,2.0,1.0,73.0,6.0,,64.8,0.0362,18.2,captivity,medium,acceptable,,,,,
2394,2411,Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Microcebus,rufus,Brown mouse lemur,,,61.0,40.0,2.5,,73.0,6.5,,55.5,,,unknown,small,low,,,,,
2395,2412,Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Mirza,coquereli,Giant mouse lemur,312.0,275.0,89.0,136.0,1.8,1.0,365.0,14.8,,311.2,,17.4,captivity,small,acceptable,,,,,
2396,2413,Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Phaner,furcifer,Fork-marked lemur,,,174.0,,1.0,,,,,400.0,,25.0,captivity,small,acceptable,,,,,
2397,2414,Animalia,Chordata,Mammalia,Primates,Daubentoniidae,Daubentonia,madagascariensis,Aye-aye,882.0,,165.0,,1.0,1.0,760.0,109.0,,2277.5,,32.3,captivity,small,acceptable,,,,,
2398,2415,Animalia,Chordata,Mammalia,Primates,Galagidae,Euoticus,elegantulus,Western needle-clawed galago,,,122.0,60.0,1.0,,182.0,,,315.0,,,unknown,small,low,,,1.205,261.5,
2399,2416,Animalia,Chordata,Mammalia,Primates,Galagidae,Galago,moholi,South African galago,146.0,372.0,124.0,,1.4,2.0,182.0,12.3,,169.2,,16.6,captivity,medium,acceptable,,,0.285,170.0,
2400,2417,Animalia,Chordata,Mammalia,Primates,Galagidae,Galago,senegalensis,Senegal galago,240.0,300.0,126.0,89.0,1.5,2.0,225.0,12.2,100.0,192.2,0.0169,17.1,captivity,medium,acceptable,,,0.764,171.5,311.05
2401,2418,Animalia,Chordata,Mammalia,Primates,Galagidae,Galagoides,demidoff,Demidoff's galago,256.0,270.0,111.0,50.0,1.1,1.0,365.0,7.5,,60.0,,13.4,captivity,small,acceptable,,,0.37200000000000005,62.4,
2402,2419,Animalia,Chordata,Mammalia,Primates,Galagidae,Otolemur,crassicaudatus,Greater galago,495.0,639.0,130.0,138.0,1.5,1.0,119.0,43.2,500.0,1094.5,,22.7,captivity,medium,acceptable,,,2.595,993.5,309.75
2403,2420,Animalia,Chordata,Mammalia,Primates,Galagidae,Otolemur,garnettii,Small-eared galago,600.0,600.0,132.0,140.0,1.0,1.4,365.0,46.0,,1300.0,,20.0,captivity,medium,acceptable,,,3.927,1314.0,309.15
2404,2421,Animalia,Chordata,Mammalia,Primates,Galagidae,Paragalago,zanzibaricus,Zanzibar galago,265.0,365.0,120.0,,1.3,2.0,,14.1,,146.8,,,unknown,small,low,,,,,
2405,2422,Animalia,Chordata,Mammalia,Primates,Galagidae,Sciurocheirus,alleni,Allen's squirrel galago,243.0,274.0,133.0,,1.3,1.0,365.0,24.0,,273.0,,,unknown,small,low,,,,,
2406,2423,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,gorilla,Gorilla,2829.0,4015.0,256.0,834.0,1.0,0.3,1397.0,2061.4,12595.0,139842.0,0.0008,60.1,captivity,large,acceptable,,,,,308.65
2407,2424,Animalia,Chordata,Mammalia,Primates,Hominidae,Homo,sapiens,Human,4745.0,5110.0,280.0,639.0,1.0,0.3,639.0,3312.5,11750.0,62035.0,0.0005,122.5,captivity,huge,high,0.0002,8.0,82.78,70000.0,310.15
2408,2425,Animalia,Chordata,Mammalia,Primates,Hominidae,Pan,paniscus,Pygmy chimpanzee or bonobo,3194.0,,232.0,635.0,1.0,0.2,1825.0,1331.0,8500.0,39925.0,,55.0,captivity,tiny,acceptable,,,,,
2409,2426,Animalia,Chordata,Mammalia,Primates,Hominidae,Pan,troglodytes,Chimpanzee,3376.0,2920.0,229.0,1111.0,1.0,0.2,840.0,1821.0,8500.0,44983.5,0.0007,59.4,captivity,large,acceptable,0.04,8.0,,,308.85
2410,2427,Animalia,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus,Orangutan,2555.0,2555.0,249.0,1003.0,1.0,0.2,1414.0,1736.5,11000.0,64475.0,0.0009,59.0,captivity,large,acceptable,,,,,
2411,2428,Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hoolock,hoolock,Hoolock gibbon,2556.0,,,709.0,1.0,0.3,1080.0,,,6875.0,,41.0,captivity,small,acceptable,,,,,
2412,2429,Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hylobates,agilis,Agile gibbon,,,,724.0,1.0,0.3,1138.0,,,5925.0,,49.0,captivity,medium,acceptable,,,,,
2413,2430,Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hylobates,klossii,Kloss's gibbon,,,213.0,335.0,1.0,0.4,,,,5900.0,,37.0,captivity,tiny,acceptable,,,,,
2414,2431,Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hylobates,lar,White-handed gibbon,2555.0,1825.0,217.0,600.0,1.0,0.5,1095.0,307.2,1070.0,6810.0,0.002,56.0,captivity,large,high,,,,,
2415,2432,Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hylobates,moloch,Silvery gibbon,,,243.0,724.0,1.0,0.4,730.0,,,6207.5,,45.0,captivity,medium,acceptable,,,,,
2416,2433,Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hylobates,muelleri,Borneo gibbon,,,207.0,,1.0,,1080.0,,,5765.0,,60.0,captivity,medium,acceptable,,,,,
2417,2434,Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hylobates,pileatus,Pileated gibbon,,,228.0,,1.0,,,,,5735.0,,38.0,captivity,medium,acceptable,,,,,
2418,2435,Animalia,Chordata,Mammalia,Primates,Hylobatidae,Nomascus,concolor,Crested gibbon,3080.0,,207.0,724.0,1.0,,821.0,,,6852.5,,46.1,captivity,small,acceptable,,,,,
2419,2436,Animalia,Chordata,Mammalia,Primates,Hylobatidae,Nomascus,leucogenys,White-cheeked gibbon,,,,,,,,497.0,,6000.0,,44.1,captivity,small,acceptable,,,,,
2420,2437,Animalia,Chordata,Mammalia,Primates,Hylobatidae,Symphalangus,syndactylus,Siamang,2190.0,2190.0,231.0,642.0,1.0,0.4,607.0,517.0,,10900.0,,43.0,captivity,small,acceptable,,,,,
2421,2438,Animalia,Chordata,Mammalia,Primates,Indriidae,Propithecus,diadema,Diademed sifaka,1186.0,913.0,157.0,277.0,1.0,0.5,745.0,145.0,,5550.0,,21.0,wild,small,questionable,,,,,
2422,2439,Animalia,Chordata,Mammalia,Primates,Indriidae,Propithecus,tattersalli,Golden-crowned sifaka,1642.0,,,155.0,,,,98.0,,3545.0,,20.0,captivity,small,questionable,,,,,
2423,2440,Animalia,Chordata,Mammalia,Primates,Indriidae,Propithecus,verreauxi,Verreaux's sifaka,912.0,912.0,148.0,150.0,1.0,1.0,537.0,72.25,,5000.0,,31.0,wild,medium,acceptable,,,3.738,3350.0,309.15
2424,2441,Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur,coronatus,Crowned lemur,608.0,,126.0,,1.24,1.0,,70.0,,1645.0,,27.0,captivity,medium,acceptable,,,,,
2425,2442,Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur,fulvus,Brown lemur,509.0,633.0,118.0,,1.1,2.0,548.0,73.0,,2485.0,,35.5,captivity,medium,acceptable,,,4.239,2374.1,309.65
2426,2443,Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur,macaco,Black lemur,540.0,266.0,120.0,,1.4,1.0,365.0,70.1,,2467.0,,37.5,captivity,medium,acceptable,,,,,
2427,2444,Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur,mongoz,Mongoose lemur,650.0,1065.0,120.0,,1.0,1.0,,62.0,,1555.0,,36.2,captivity,medium,acceptable,,,,,
2428,2445,Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur,rubriventer,Red-bellied lemur,646.0,1350.0,120.0,,1.0,,,76.5,,2191.5,,31.7,captivity,medium,acceptable,,,,,
2429,2446,Animalia,Chordata,Mammalia,Primates,Lemuridae,Hapalemur,aureus,Golden bamboo lemur,,,142.0,135.0,1.0,1.0,365.0,,,1455.0,,,unknown,small,low,,,,,
2430,2447,Animalia,Chordata,Mammalia,Primates,Lemuridae,Hapalemur,griseus,Bamboo lemur,880.0,1346.0,145.0,,1.1,1.1,335.0,50.4,,1012.5,,23.3,captivity,small,acceptable,,,,,
2431,2448,Animalia,Chordata,Mammalia,Primates,Lemuridae,Lemur,catta,Ring-tailed lemur,595.0,912.0,135.0,152.0,1.1,0.9,365.0,70.6,,2555.0,,37.3,captivity,large,high,,,,,
2432,2449,Animalia,Chordata,Mammalia,Primates,Lemuridae,Prolemur,simus,Greater bamboo lemur,,,142.0,,1.0,1.0,,,,1737.5,,17.6,captivity,small,acceptable,,,,,
2433,2450,Animalia,Chordata,Mammalia,Primates,Lemuridae,Varecia,rubra,Red ruffed lemur,609.0,650.0,98.0,,2.2,,,109.73,,3601.3,,37.5,captivity,small,acceptable,,,,,
2434,2451,Animalia,Chordata,Mammalia,Primates,Lemuridae,Varecia,variegata,Ruffed lemur,605.0,649.0,98.0,,1.9,1.0,365.0,107.17,,3482.3,,39.4,captivity,large,high,,,,,
2435,2452,Animalia,Chordata,Mammalia,Primates,Lepilemuridae,Lepilemur,mustelinus,Weasel sportive lemur,592.0,546.0,135.0,85.0,1.0,1.0,,27.0,,700.0,,,unknown,small,low,,,,,
2436,2453,Animalia,Chordata,Mammalia,Primates,Lepilemuridae,Lepilemur,ruficaudatus,Red-tailed sportive lemur,595.0,,136.0,122.0,1.0,,,,,779.0,,,unknown,small,low,,,,,
2437,2454,Animalia,Chordata,Mammalia,Primates,Lorisidae,Arctocebus,calabarensis,Calabar angwantibo,279.0,270.0,133.0,115.0,1.0,1.5,137.0,26.1,160.0,257.5,0.0061,13.0,captivity,small,acceptable,,,0.731,206.0,309.15
2438,2455,Animalia,Chordata,Mammalia,Primates,Lorisidae,Loris,tardigradus,Slender loris,380.0,365.0,166.0,150.0,1.3,1.5,288.0,11.0,139.0,238.2,,21.6,captivity,small,acceptable,,,0.7140000000000001,284.0,308.65
2439,2456,Animalia,Chordata,Mammalia,Primates,Lorisidae,Nycticebus,coucang,Slow loris,578.0,,188.0,177.0,1.0,1.0,492.0,48.2,520.0,890.5,,25.8,captivity,medium,acceptable,,,1.504,1128.6,308.55
2440,2457,Animalia,Chordata,Mammalia,Primates,Lorisidae,Nycticebus,pygmaeus,Pygmy slow loris,273.0,,188.0,133.0,2.0,,448.0,23.0,,419.0,,19.3,captivity,medium,acceptable,,,,,
2441,2458,Animalia,Chordata,Mammalia,Primates,Lorisidae,Perodicticus,potto,Potto,547.0,547.0,170.0,,1.0,1.0,354.0,38.3,,919.9,0.0125,32.4,captivity,small,acceptable,,,1.942,968.6,309.25
2442,2459,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Cacajao,calvus,Red uakari,1204.0,,182.0,639.0,1.0,0.5,776.0,,,3165.0,,35.8,captivity,small,acceptable,,,,,
2443,2460,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Cacajao,melanocephalus,Black uakari,,,,639.0,1.0,,,,,2935.0,,,unknown,small,low,,,,,
2444,2461,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Chiropotes,albinasus,White-nosed bearded saki,1460.0,,160.0,,1.0,,,,,2910.0,,20.0,captivity,small,acceptable,,,,,
2445,2462,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Chiropotes,satanas,Brown-bearded saki,1460.0,,160.0,,1.0,,,,,2942.5,,19.6,captivity,tiny,acceptable,,,,,
2446,2463,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Pithecia,aequatorialis,Equatorial saki,,,,,,,,,,1200.0,,,unknown,small,low,,,,,
2447,2464,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Pithecia,irrorata,Gray monk saki,,,,,,,,,,1200.0,,,unknown,tiny,low,,,,,
2448,2465,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Pithecia,monachus,Monk saki,,,,,1.0,,,120.67,,1780.0,,25.0,captivity,tiny,acceptable,,,,,
2449,2466,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Pithecia,pithecia,Guianan saki,775.0,1460.0,158.0,122.0,1.0,1.0,319.0,,,1480.0,,36.0,captivity,large,high,,,,,
2450,2467,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Plecturocebus,cupreus,Coppery titi,,,132.0,206.0,1.0,0.9,395.0,74.0,,1120.0,,26.4,captivity,medium,acceptable,,,,,
2451,2468,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Plecturocebus,donacophilus,Bolivian titi,,,,,1.0,,,,,795.0,,25.0,captivity,medium,acceptable,,,,,
